iter	Logloss
525	0.5053773147
526	0.5052865846
527	0.5051577006
528	0.5050896972
529	0.5050468029
530	0.5049310136
531	0.5047992914
532	0.5047924169
533	0.5047856384
534	0.5046858217
535	0.5046816957
536	0.5045791011
537	0.504495829
538	0.5044065411
539	0.5043949908
540	0.504309544
541	0.5043067947
542	0.5043060819
543	0.5042249008
544	0.504216562
545	0.5041921519
546	0.5041064926
547	0.5040584994
548	0.5039835937
549	0.5039603509
550	0.5039593138
551	0.5038500141
552	0.5038391928
553	0.5038381864
554	0.5037964208
555	0.5037933846
556	0.5037232745
557	0.5036045722
558	0.5035864745
559	0.5035764333
560	0.5035627843
561	0.5034679674
562	0.5034618841
563	0.5034535727
564	0.50338148
565	0.5033380775
566	0.5033362526
567	0.5033063695
568	0.5032232683
569	0.5031859278
570	0.5031468267
571	0.5031442326
572	0.5030482587
573	0.5030350529
574	0.5029804096
575	0.502885062
576	0.5027586869
577	0.5026907694
578	0.5025814354
579	0.5025645498
580	0.5024685037
581	0.5023637304
582	0.5023412994
583	0.5023046205
584	0.5022921175
585	0.5022077324
586	0.5021481438
587	0.5020748478
588	0.5020743849
589	0.5020627941
590	0.5020055417
591	0.5020048367
592	0.5019735245
593	0.5018827973
594	0.5018640238
595	0.5017682256
596	0.5017005859
597	0.5016015029
598	0.5015632022
599	0.5015502345
600	0.5014490201
601	0.5014482317
602	0.5014111765
603	0.50131395
604	0.501268561
605	0.5012407736
606	0.5012353834
607	0.5012132739
608	0.5011525511
609	0.5011335605
610	0.5010836244
611	0.5009845635
612	0.5009593962
613	0.5009590518
614	0.500928039
615	0.5007884522
616	0.5007481279
617	0.5007058322
618	0.5006001962
619	0.5005547726
620	0.5005067797
621	0.5004627131
622	0.500431746
623	0.5003851526
624	0.5003585743
625	0.5002893097
626	0.5002580987
627	0.5002263042
628	0.5001341242
629	0.500123153
630	0.5000979513
631	0.5000053195
632	0.4999365889
633	0.4998992483
634	0.4998697698
635	0.4997908174
636	0.4997462364
637	0.4997430848
638	0.4997372868
639	0.4997147644
640	0.4996046003
641	0.4994969853
642	0.4994573995
643	0.4994435009
644	0.4993788713
645	0.4993351947
646	0.4992399603
647	0.4992221714
648	0.4992093693
649	0.4991562717
650	0.4990745908
651	0.4989773669
652	0.4989110155
653	0.4988888441
654	0.4988468655
655	0.4987922794
656	0.4987071595
657	0.4986237819
658	0.4986146169
659	0.4986003239
660	0.4985804803
661	0.4985049989
662	0.4984739044
663	0.4984280908
664	0.4984111035
665	0.4983279246
666	0.4983220896
667	0.4983122373
668	0.4982257123
669	0.4981716246
670	0.4981001676
671	0.4980798162
672	0.4980177979
673	0.4979728028
674	0.4979540694
675	0.4978760503
676	0.4978676942
677	0.4977552456
678	0.4977274214
679	0.4976941652
680	0.4976041703
681	0.49754516
682	0.4974941052
683	0.4973525341
684	0.4973406007
685	0.4973345148
686	0.4972236129
687	0.4971895536
688	0.4971220633
689	0.4970950053
690	0.4970924561
691	0.497031102
692	0.4970176077
693	0.4969910511
694	0.4969295593
695	0.4968797828
696	0.4968197649
697	0.4967695923
698	0.4967199155
699	0.4966889035
700	0.4966867994
701	0.496651191
702	0.4966186168
703	0.4966031797
704	0.4965725338
705	0.4965646621
706	0.4965333336
707	0.4965090797
708	0.4964712149
709	0.4964628101
710	0.4964229895
711	0.4964070593
712	0.4963194033
713	0.4962835739
714	0.4962076639
715	0.4961871143
716	0.4961051993
717	0.4960918427
718	0.4959890031
719	0.4959823942
720	0.4959301796
721	0.4958860876
722	0.4957594398
723	0.4956462995
724	0.4955306416
725	0.4954931899
726	0.495460097
727	0.4953582469
728	0.495324065
729	0.4953023314
730	0.4952071586
731	0.4951351565
732	0.4950538994
733	0.495006332
734	0.4950033334
735	0.4949682302
736	0.4949278266
737	0.4948467278
738	0.4947481934
739	0.4947401447
740	0.4946856038
741	0.4946557475
742	0.4946419572
743	0.494600706
744	0.4945396181
745	0.4944832095
746	0.4944727783
747	0.4944052436
748	0.4943851192
749	0.4943805805
750	0.494301963
751	0.4943007632
752	0.4942756956
753	0.4942677035
754	0.4942158366
755	0.4941462718
756	0.4940899975
757	0.4940493852
758	0.4940459188
759	0.4939863711
760	0.493961617
761	0.4938780481
762	0.493846892
763	0.4938377676
764	0.4937332396
765	0.4936920195
766	0.4936654719
767	0.4936213487
768	0.4935569952
769	0.4935560932
770	0.4935419158
771	0.4935301146
772	0.4934985531
773	0.4934203784
774	0.4933966532
775	0.493322753
776	0.4932951461
777	0.4932723137
778	0.4932055838
779	0.4931596602
780	0.4931161429
781	0.4930729795
782	0.4930707786
783	0.4929949123
784	0.4929501217
785	0.4929438279
786	0.4929306253
787	0.4929094977
788	0.4928140436
789	0.4928107505
790	0.4928042445
791	0.4927217299
792	0.4926940301
793	0.4925876305
794	0.4925131214
795	0.4925007371
796	0.4924288623
797	0.4924186476
798	0.4923655627
799	0.4923178336
800	0.4922189234
801	0.4921797815
802	0.4921713666
803	0.4921479997
804	0.492111956
805	0.4920671938
806	0.4920110391
807	0.4919984642
808	0.4919738528
809	0.4918620939
810	0.4918099509
811	0.4917954775
812	0.4917668253
813	0.4917593919
814	0.4917013466
815	0.4916773143
816	0.4915817739
817	0.4915526357
818	0.4914720108
819	0.4914297682
820	0.4913903556
821	0.4913445507
822	0.4912070739
823	0.4911917545
824	0.491166608
825	0.4911552895
826	0.4911275919
827	0.4910911357
828	0.4910480677
829	0.4910165137
830	0.490935114
831	0.4908803045
832	0.4908613871
833	0.4908375196
834	0.4908202066
835	0.4907954982
836	0.490733946
837	0.4906749448
838	0.4906517416
839	0.4905402094
840	0.4905026658
841	0.4904699691
842	0.4904290631
843	0.4904006086
844	0.490359571
845	0.4903236952
846	0.4902930177
847	0.490286987
848	0.4902831017
849	0.4902150141
850	0.4901824636
851	0.4901724791
852	0.4901400292
853	0.4900829024
854	0.4900533293
855	0.4899644967
856	0.489911703
857	0.4898739497
858	0.4898308411
859	0.4897877556
860	0.4897823434
861	0.4897071508
862	0.4896420274
863	0.4896322176
864	0.4895855606
865	0.4895453902
866	0.4894485656
867	0.4894366032
868	0.4894211217
869	0.4893561528
870	0.4893511163
871	0.4893379573
872	0.4892723716
873	0.4892675127
874	0.4892543777
875	0.4892517928
876	0.4891847208
877	0.4891813653
878	0.4891254573
879	0.4890877179
880	0.4890051806
881	0.4890019456
882	0.4889986326
883	0.4889469537
884	0.4889170399
885	0.4888457547
886	0.4888292859
887	0.4888116489
888	0.4887747873
889	0.4887717887
890	0.4887419495
891	0.4886878652
892	0.4886097679
893	0.4885902452
894	0.4885789299
895	0.4885060992
896	0.4884940696
897	0.4884330578
898	0.4883548857
899	0.4883044264
900	0.4882086128
901	0.4881802727
902	0.4881357999
903	0.488113025
904	0.4880918928
905	0.488042447
906	0.4879701831
907	0.4878788052
908	0.4878304164
909	0.4877896522
910	0.4877634175
911	0.4877557904
912	0.4877527018
913	0.4877208097
914	0.4876698513
915	0.4876639936
916	0.4876220285
917	0.4875226223
918	0.4874750079
919	0.487462513
920	0.4874429195
921	0.4873574359
922	0.4873518446
923	0.4873486524
924	0.4873232509
925	0.4872949368
926	0.4872706037
927	0.4872314307
928	0.4872257425
929	0.4871957031
930	0.4871525445
931	0.487110502
932	0.4871043696
933	0.4870405668
934	0.4869737704
935	0.4869258629
936	0.486923575
937	0.4868914458
938	0.4868414662
939	0.4868071255
940	0.4867830241
941	0.4867636228
942	0.4867192147
943	0.4866857971
944	0.4866192792
945	0.4865464119
946	0.4865024548
947	0.4864702449
948	0.4864453082
949	0.4864147915
950	0.486383813
951	0.4863189712
952	0.486248962
953	0.48621702
954	0.4861422247
955	0.4861092899
956	0.486088218
957	0.4860585587
958	0.4859671279
959	0.4859309159
960	0.4859123563
961	0.4858821002
962	0.4858697885
963	0.485862478
964	0.4858495112
965	0.4858239737
966	0.4857833585
967	0.4857792186
968	0.485763036
969	0.4857516741
970	0.4857176183
971	0.4856108358
972	0.4855648672
973	0.4855129638
974	0.4854622668
975	0.4854305284
976	0.4853859589
977	0.4853809667
978	0.4853618341
979	0.4852898973
980	0.4852337887
981	0.4851853847
982	0.4851715012
983	0.4851152446
984	0.4850419966
985	0.4849981679
986	0.4849326231
987	0.4848237168
988	0.4847776184
989	0.4847607203
990	0.4847063722
991	0.4847000466
992	0.4846776243
993	0.4846238349
994	0.4845693763
995	0.4845226814
996	0.4844981301
997	0.4844782698
998	0.4844142976
999	0.4843527433
