iter	Passed	Remaining
478	10215	11110
479	10237	11090
480	10261	11071
481	10284	11052
482	10305	11030
483	10327	11010
484	10350	10991
485	10373	10971
486	10395	10950
487	10417	10929
488	10443	10912
489	10465	10893
490	10488	10873
491	10510	10851
492	10531	10831
493	10553	10810
494	10577	10790
495	10598	10769
496	10621	10749
497	10642	10728
498	10665	10708
499	10688	10688
500	10707	10664
501	10729	10643
502	10751	10623
503	10774	10603
504	10797	10583
505	10820	10563
506	10858	10558
507	10881	10538
508	10921	10535
509	10945	10516
510	10968	10496
511	10989	10474
512	11013	10455
513	11036	10434
514	11058	10413
515	11080	10393
516	11103	10373
517	11126	10352
518	11148	10331
519	11170	10310
520	11192	10289
521	11215	10270
522	11238	10249
523	11260	10228
524	11283	10208
525	11306	10188
526	11330	10169
527	11352	10148
528	11374	10127
529	11396	10106
530	11419	10086
531	11444	10067
532	11466	10046
533	11488	10025
534	11510	10004
535	11533	9983
536	11556	9963
537	11580	9944
538	11603	9924
539	11626	9903
540	11649	9884
541	11672	9863
542	11695	9843
543	11720	9824
544	11743	9803
545	11766	9783
546	11788	9763
547	11811	9741
548	11835	9722
549	11858	9702
550	11880	9681
551	11903	9660
552	11926	9640
553	11949	9620
554	11972	9599
555	11994	9578
556	12017	9557
557	12040	9537
558	12063	9517
559	12085	9496
560	12108	9475
561	12130	9454
562	12152	9432
563	12175	9412
564	12197	9391
565	12220	9370
566	12241	9348
567	12264	9327
568	12287	9307
569	12310	9286
570	12333	9266
571	12355	9244
572	12378	9224
573	12400	9203
574	12424	9183
575	12447	9163
576	12472	9143
577	12495	9122
578	12516	9101
579	12539	9080
580	12561	9059
581	12583	9037
582	12605	9016
583	12627	8995
584	12650	8974
585	12673	8953
586	12696	8933
587	12719	8912
588	12775	8914
589	12806	8899
590	12829	8878
591	12851	8856
592	12874	8836
593	12897	8815
594	12920	8794
595	12943	8773
596	12966	8753
597	12989	8732
598	13012	8711
599	13035	8690
600	13058	8669
601	13080	8647
602	13103	8627
603	13126	8606
604	13149	8585
605	13172	8564
606	13194	8542
607	13215	8520
608	13239	8499
609	13261	8478
610	13283	8457
611	13306	8436
612	13329	8415
613	13352	8394
614	13374	8372
615	13396	8351
616	13419	8330
617	13442	8308
618	13466	8288
619	13487	8266
620	13509	8244
621	13532	8223
622	13555	8203
623	13577	8181
624	13599	8159
625	13621	8138
626	13644	8116
627	13667	8096
628	13690	8074
629	13713	8053
630	13735	8032
631	13758	8011
632	13780	7989
633	13803	7968
634	13825	7947
635	13848	7925
636	13870	7904
637	13892	7882
638	13914	7860
639	13937	7840
640	13962	7819
641	13985	7798
642	14007	7777
643	14030	7756
644	14053	7735
645	14077	7714
646	14100	7692
647	14122	7671
648	14144	7650
649	14168	7629
650	14191	7608
651	14215	7587
652	14237	7565
653	14259	7544
654	14282	7522
655	14305	7501
656	14328	7480
657	14351	7459
658	14372	7437
659	14395	7415
660	14417	7394
661	14438	7372
662	14461	7350
663	14484	7329
664	14507	7308
665	14529	7286
666	14551	7264
667	14573	7243
668	14597	7222
669	14619	7200
670	14642	7179
671	14665	7158
672	14688	7136
673	14711	7115
674	14734	7094
675	14756	7072
676	14779	7051
677	14801	7029
678	14825	7008
679	14849	6987
680	14876	6968
681	14903	6949
682	14931	6929
683	14954	6908
684	14977	6887
685	14999	6865
686	15022	6844
687	15045	6822
688	15067	6801
689	15090	6779
690	15112	6758
691	15134	6736
692	15156	6714
693	15179	6692
694	15201	6671
695	15224	6649
696	15247	6628
697	15273	6608
698	15296	6586
699	15319	6565
700	15340	6543
701	15363	6521
702	15385	6500
703	15408	6478
704	15430	6456
705	15458	6437
706	15481	6415
707	15503	6394
708	15535	6376
709	15558	6354
710	15580	6332
711	15603	6311
712	15625	6289
713	15648	6268
714	15671	6246
715	15693	6224
716	15715	6202
717	15737	6181
718	15760	6159
719	15782	6137
720	15805	6116
721	15829	6094
722	15852	6073
723	15874	6051
724	15898	6030
725	15920	6008
726	15944	5987
727	15967	5965
728	15990	5944
729	16012	5922
730	16035	5900
731	16058	5879
732	16080	5857
733	16102	5835
734	16124	5813
735	16147	5791
736	16169	5770
737	16192	5748
738	16215	5726
739	16236	5704
740	16258	5682
741	16281	5661
742	16303	5639
743	16325	5617
744	16348	5595
745	16371	5574
746	16393	5552
747	16416	5530
748	16438	5508
749	16460	5486
750	16483	5465
751	16506	5443
752	16528	5421
753	16550	5399
754	16573	5378
755	16596	5356
756	16619	5334
757	16641	5313
758	16663	5291
759	16686	5269
760	16710	5247
761	16732	5226
762	16754	5204
763	16776	5182
764	16799	5160
765	16822	5138
766	16844	5117
767	16867	5095
768	16890	5073
769	16913	5051
770	16935	5030
771	16957	5008
772	16979	4986
773	17002	4964
774	17026	4943
775	17049	4921
776	17071	4899
777	17093	4877
778	17116	4855
779	17140	4834
780	17162	4812
781	17185	4790
782	17207	4768
783	17230	4747
784	17254	4725
785	17275	4703
786	17297	4681
787	17321	4659
788	17343	4638
789	17364	4615
790	17387	4594
791	17410	4572
792	17432	4550
793	17455	4528
794	17477	4506
795	17500	4484
796	17523	4463
797	17545	4441
798	17568	4419
799	17591	4397
800	17613	4375
801	17636	4354
802	17658	4332
803	17681	4310
804	17703	4288
805	17726	4266
806	17749	4245
807	17771	4223
808	17794	4201
809	17816	4179
810	17838	4157
811	17861	4135
812	17885	4113
813	17907	4091
814	17930	4070
815	17952	4048
816	17975	4026
817	17997	4004
818	18021	3982
819	18044	3960
820	18066	3938
821	18089	3917
822	18111	3895
823	18135	3873
824	18157	3851
825	18179	3829
826	18202	3807
827	18224	3785
828	18247	3763
829	18269	3741
830	18293	3720
831	18315	3698
832	18338	3676
833	18360	3654
834	18382	3632
835	18406	3610
836	18429	3589
837	18451	3567
838	18473	3544
839	18499	3523
840	18525	3502
841	18548	3480
842	18570	3458
843	18593	3436
844	18616	3414
845	18640	3393
846	18662	3371
847	18688	3349
848	18711	3327
849	18733	3305
850	18756	3283
851	18778	3261
852	18801	3240
853	18824	3218
854	18846	3196
855	18868	3174
856	18891	3152
857	18915	3130
858	18937	3108
859	18960	3086
860	18982	3064
861	19005	3042
862	19028	3020
863	19050	2998
864	19073	2976
865	19096	2954
866	19119	2933
867	19143	2911
868	19166	2889
869	19188	2867
870	19210	2845
871	19233	2823
872	19256	2801
873	19278	2779
874	19301	2757
875	19323	2735
876	19345	2713
877	19367	2691
878	19390	2669
879	19412	2647
880	19436	2625
881	19459	2603
882	19482	2581
883	19505	2559
884	19528	2537
885	19552	2515
886	19575	2493
887	19598	2471
888	19621	2449
889	19643	2427
890	19683	2407
891	19707	2386
892	19730	2364
893	19752	2342
894	19776	2320
895	19800	2298
896	19822	2276
897	19845	2254
898	19868	2232
899	19891	2210
900	19914	2188
901	19936	2166
902	19960	2144
903	19984	2122
904	20007	2100
905	20030	2078
906	20053	2056
907	20076	2034
908	20100	2012
909	20123	1990
910	20146	1968
911	20169	1946
912	20192	1924
913	20214	1902
914	20237	1879
915	20259	1857
916	20283	1835
917	20306	1813
918	20329	1791
919	20351	1769
920	20374	1747
921	20396	1725
922	20419	1703
923	20442	1681
924	20466	1659
925	20488	1637
926	20511	1615
927	20535	1593
928	20558	1571
929	20581	1549
930	20604	1527
931	20627	1505
932	20649	1482
933	20677	1461
934	20703	1439
935	20725	1417
936	20748	1395
937	20771	1372
938	20795	1350
939	20818	1328
940	20841	1306
941	20863	1284
942	20886	1262
943	20909	1240
944	20933	1218
945	20956	1196
946	20979	1174
947	21002	1152
948	21025	1129
949	21049	1107
950	21072	1085
951	21096	1063
952	21118	1041
953	21141	1019
954	21164	997
955	21187	975
956	21210	953
957	21234	930
958	21257	908
959	21280	886
960	21304	864
961	21329	842
962	21350	820
963	21373	798
964	21396	776
965	21419	753
966	21441	731
967	21464	709
968	21488	687
969	21512	665
970	21536	643
971	21560	621
972	21583	598
973	21606	576
974	21629	554
975	21652	532
976	21675	510
977	21698	488
978	21721	465
979	21743	443
980	21766	421
981	21790	399
982	21813	377
983	21836	355
984	21859	332
985	21882	310
986	21908	288
987	21931	266
988	21954	244
989	21977	221
990	22001	199
991	22023	177
992	22046	155
993	22067	133
994	22090	111
995	22115	88
996	22140	66
997	22163	44
998	22186	22
999	22209	0
