iter	Passed	Remaining
364	360	1969
365	362	1969
366	362	1967
367	363	1966
368	364	1964
369	365	1962
370	366	1962
371	367	1961
372	368	1960
373	369	1959
374	370	1957
375	371	1956
376	372	1956
377	373	1956
378	374	1955
379	375	1953
380	376	1951
381	377	1950
382	378	1949
383	379	1948
384	380	1946
385	381	1945
386	381	1943
387	382	1942
388	384	1943
389	385	1942
390	385	1940
391	386	1939
392	387	1938
393	388	1936
394	389	1936
395	390	1935
396	391	1934
397	392	1932
398	393	1931
399	394	1930
400	395	1929
401	396	1928
402	397	1926
403	398	1924
404	399	1923
405	400	1922
406	401	1922
407	402	1921
408	403	1920
409	404	1918
410	404	1917
411	405	1916
412	406	1915
413	407	1914
414	408	1912
415	409	1911
416	410	1909
417	411	1907
418	412	1908
419	413	1906
420	414	1904
421	415	1904
422	416	1902
423	417	1901
424	418	1901
425	419	1900
426	420	1898
427	421	1897
428	421	1896
429	422	1894
430	423	1894
431	424	1893
432	425	1891
433	426	1890
434	427	1889
435	428	1888
436	429	1888
437	430	1887
438	431	1887
439	432	1885
440	433	1883
441	434	1882
442	435	1882
443	436	1881
444	437	1879
445	438	1878
446	439	1876
447	440	1875
448	441	1875
449	442	1873
450	443	1872
451	443	1870
452	444	1869
453	445	1868
454	446	1868
455	447	1867
456	448	1865
457	449	1864
458	450	1863
459	451	1861
460	452	1861
461	453	1859
462	454	1857
463	454	1856
464	455	1854
465	456	1853
466	457	1852
467	458	1851
468	459	1850
469	460	1848
470	461	1847
471	462	1846
472	463	1846
473	464	1845
474	465	1845
475	466	1844
476	467	1843
477	468	1843
478	470	1843
479	471	1842
480	472	1841
481	473	1840
482	473	1838
483	474	1837
484	475	1836
485	476	1835
486	477	1833
487	478	1832
488	479	1831
489	480	1829
490	481	1828
491	481	1826
492	482	1826
493	483	1824
494	484	1823
495	485	1821
496	486	1819
497	487	1819
498	488	1817
499	488	1816
500	489	1814
501	490	1812
502	491	1811
503	492	1810
504	493	1810
505	494	1809
506	495	1807
507	496	1805
508	497	1804
509	497	1803
510	498	1801
511	499	1800
512	500	1799
513	501	1797
514	502	1795
515	502	1794
516	504	1794
517	505	1792
518	505	1791
519	506	1790
520	507	1789
521	508	1787
522	509	1786
523	510	1785
524	511	1783
525	512	1782
526	513	1781
527	514	1780
528	515	1779
529	516	1778
530	517	1778
531	517	1776
532	518	1775
533	519	1774
534	520	1772
535	521	1772
536	522	1771
537	523	1769
538	524	1768
539	525	1767
540	526	1767
541	527	1766
542	528	1765
543	529	1764
544	530	1762
545	531	1761
546	531	1759
547	533	1759
548	533	1758
549	534	1757
550	535	1756
551	536	1754
552	537	1753
553	538	1752
554	539	1752
555	540	1750
556	541	1748
557	542	1747
558	542	1746
559	543	1744
560	544	1743
561	545	1742
562	546	1740
563	547	1739
564	548	1738
565	548	1736
566	549	1735
567	550	1734
568	551	1734
569	552	1733
570	554	1733
571	554	1731
572	556	1731
573	557	1731
574	558	1729
575	558	1728
576	559	1726
577	560	1725
578	561	1724
579	562	1723
580	563	1722
581	564	1721
582	565	1720
583	566	1719
584	567	1719
585	568	1718
586	569	1716
587	570	1715
588	570	1713
589	571	1712
590	572	1711
591	573	1710
592	574	1709
593	575	1708
594	576	1706
595	577	1705
596	578	1704
597	579	1704
598	580	1703
599	581	1702
600	582	1700
601	582	1699
602	583	1698
603	584	1697
604	585	1696
605	586	1695
606	587	1693
607	588	1692
608	589	1691
609	590	1690
610	591	1690
611	592	1689
612	593	1688
613	594	1687
614	595	1686
615	596	1686
616	597	1685
617	598	1684
618	599	1682
619	600	1681
620	601	1680
621	602	1679
622	603	1678
623	604	1677
624	605	1676
625	606	1675
626	606	1674
627	607	1673
628	608	1672
629	609	1671
630	610	1670
631	611	1669
632	612	1668
633	613	1667
634	614	1666
635	615	1665
636	616	1663
637	617	1662
638	618	1662
639	619	1661
640	620	1660
641	621	1659
642	622	1658
643	622	1657
644	623	1655
645	624	1655
646	625	1654
647	627	1653
648	627	1652
649	628	1651
650	629	1650
651	630	1649
652	631	1648
653	632	1647
654	633	1646
655	634	1645
656	635	1644
657	636	1644
658	637	1642
659	638	1641
660	639	1640
661	640	1639
662	641	1638
663	642	1637
664	643	1636
665	644	1635
666	644	1634
667	645	1633
668	646	1631
669	647	1630
670	648	1629
671	649	1628
672	650	1627
673	651	1626
674	652	1625
675	653	1624
676	654	1624
677	655	1623
678	656	1622
679	657	1621
680	658	1620
681	659	1619
682	660	1619
683	661	1618
684	662	1617
685	663	1615
686	664	1614
687	665	1613
688	666	1612
689	667	1611
690	668	1610
691	669	1609
692	669	1608
693	670	1607
694	671	1606
695	672	1605
696	673	1604
697	674	1602
698	675	1601
699	676	1601
700	677	1600
701	678	1599
702	679	1597
703	679	1596
704	680	1595
705	681	1594
706	682	1593
707	683	1592
708	684	1591
709	685	1589
710	686	1588
711	687	1588
712	688	1588
713	689	1586
714	690	1585
715	691	1584
716	692	1583
717	693	1582
718	694	1581
719	695	1580
720	696	1579
721	696	1578
722	697	1577
723	699	1577
724	700	1576
725	701	1574
726	702	1573
727	702	1572
728	703	1571
729	704	1570
730	705	1570
731	706	1568
732	707	1567
733	708	1566
734	709	1565
735	710	1564
736	711	1563
737	712	1563
738	713	1562
739	714	1561
740	715	1560
741	716	1560
742	717	1559
743	718	1558
744	719	1557
745	720	1555
746	721	1555
747	722	1554
748	723	1553
749	724	1553
750	725	1551
751	726	1550
752	727	1550
753	728	1549
754	729	1548
755	730	1547
756	731	1547
757	732	1546
758	733	1545
759	735	1544
760	736	1543
761	736	1542
762	737	1541
763	738	1540
764	739	1539
765	740	1538
766	741	1537
767	742	1536
768	743	1535
769	744	1534
770	745	1534
771	746	1533
772	747	1532
773	748	1531
774	749	1530
775	750	1529
776	751	1528
777	752	1527
778	753	1526
779	754	1525
780	755	1524
781	756	1523
782	757	1523
783	758	1521
784	759	1520
785	760	1519
786	761	1518
787	762	1517
788	763	1517
789	764	1516
790	765	1514
791	765	1513
792	766	1512
793	767	1511
794	768	1510
795	769	1509
796	770	1508
797	771	1507
798	772	1506
799	773	1506
800	775	1505
801	776	1504
802	777	1504
803	778	1503
804	779	1502
805	780	1502
806	781	1501
807	782	1500
808	783	1499
809	784	1497
810	785	1497
811	786	1496
812	787	1495
813	788	1494
814	789	1493
815	789	1491
816	791	1491
817	791	1489
818	792	1488
819	793	1487
820	794	1486
821	795	1485
822	796	1484
823	797	1483
824	798	1482
825	799	1481
826	800	1480
827	801	1479
828	802	1478
829	803	1477
830	804	1476
831	804	1475
832	805	1474
833	806	1473
834	808	1472
835	809	1471
836	810	1471
837	810	1470
838	811	1468
839	812	1467
840	813	1466
841	814	1466
842	815	1465
843	816	1464
844	817	1463
845	818	1462
846	819	1461
847	820	1460
848	821	1459
849	822	1458
850	823	1457
851	824	1456
852	825	1455
853	826	1454
854	827	1453
855	828	1452
856	829	1451
857	830	1450
858	831	1449
859	832	1448
860	833	1447
861	834	1446
862	834	1445
863	835	1444
864	836	1443
865	837	1442
866	838	1441
867	839	1440
868	840	1439
869	841	1438
870	842	1437
871	843	1436
872	844	1435
873	845	1434
874	846	1433
875	847	1432
876	848	1431
877	849	1431
878	850	1430
879	851	1429
880	852	1427
881	853	1426
882	854	1426
883	855	1425
884	856	1424
885	857	1423
886	858	1422
887	859	1421
888	860	1420
889	861	1419
890	862	1418
891	862	1417
892	863	1416
893	864	1414
894	865	1414
895	866	1413
896	867	1412
897	868	1410
898	869	1409
899	869	1408
900	870	1407
901	871	1406
902	872	1405
903	873	1403
904	874	1402
905	875	1401
906	875	1400
907	877	1399
908	878	1398
909	878	1397
910	879	1396
911	880	1395
912	881	1394
913	882	1393
914	883	1392
915	884	1391
916	885	1389
917	886	1389
918	887	1388
919	888	1387
920	889	1386
921	890	1385
922	891	1384
923	892	1384
924	893	1382
925	894	1382
926	895	1381
927	896	1380
928	897	1379
929	898	1378
930	898	1376
931	900	1376
932	900	1375
933	901	1373
934	902	1372
935	903	1371
936	904	1370
937	905	1369
938	906	1368
939	907	1367
940	908	1366
941	909	1365
942	909	1364
943	910	1363
944	911	1362
945	912	1361
946	913	1360
947	914	1358
948	915	1357
949	915	1356
950	917	1355
951	917	1354
952	918	1353
953	919	1352
954	920	1351
955	921	1350
956	922	1349
957	923	1348
958	924	1347
959	925	1346
960	926	1345
961	927	1344
962	927	1343
963	929	1342
964	930	1341
965	931	1340
966	931	1339
967	932	1338
968	933	1337
969	934	1336
970	936	1336
971	937	1335
972	937	1334
973	938	1332
974	939	1331
975	940	1331
976	941	1330
977	942	1329
978	943	1328
979	944	1327
980	945	1326
981	946	1325
982	947	1324
983	948	1323
984	949	1322
985	950	1321
986	951	1320
987	952	1320
988	953	1319
989	954	1318
990	955	1317
991	956	1316
992	957	1315
993	959	1315
994	960	1314
995	961	1313
996	962	1312
997	963	1311
998	967	1314
999	968	1314
1000	970	1314
1001	971	1314
1002	973	1314
1003	975	1314
1004	976	1313
1005	978	1313
1006	979	1312
1007	980	1312
1008	982	1312
1009	983	1311
1010	984	1311
1011	986	1310
1012	987	1310
1013	988	1309
1014	989	1308
1015	990	1307
1016	991	1306
1017	993	1306
1018	994	1305
1019	995	1305
1020	996	1304
1021	997	1303
1022	998	1302
1023	999	1301
1024	1000	1300
1025	1001	1299
1026	1002	1298
1027	1003	1297
1028	1004	1296
1029	1005	1295
1030	1006	1294
1031	1007	1293
1032	1008	1292
1033	1009	1291
1034	1010	1290
1035	1011	1289
1036	1012	1288
1037	1013	1287
1038	1014	1286
1039	1015	1285
1040	1016	1284
1041	1017	1283
1042	1017	1282
1043	1018	1281
1044	1019	1280
1045	1020	1279
1046	1021	1278
1047	1022	1277
1048	1023	1276
1049	1024	1275
1050	1025	1274
1051	1027	1274
1052	1028	1273
1053	1029	1272
1054	1030	1271
1055	1031	1271
1056	1032	1270
1057	1033	1269
1058	1034	1268
1059	1035	1267
1060	1036	1266
1061	1037	1265
1062	1039	1264
1063	1040	1263
1064	1040	1262
1065	1041	1261
1066	1042	1260
1067	1043	1259
1068	1044	1258
1069	1045	1257
1070	1046	1256
1071	1047	1255
1072	1048	1254
1073	1049	1253
1074	1050	1252
1075	1051	1251
1076	1052	1250
1077	1052	1249
1078	1053	1248
1079	1054	1247
1080	1055	1246
1081	1056	1245
1082	1057	1243
1083	1058	1242
1084	1059	1241
1085	1060	1240
1086	1061	1239
1087	1062	1238
1088	1063	1237
1089	1064	1236
1090	1065	1235
1091	1066	1234
1092	1067	1234
1093	1068	1233
1094	1068	1232
1095	1069	1230
1096	1070	1229
1097	1071	1228
1098	1072	1227
1099	1073	1226
1100	1074	1225
1101	1075	1224
1102	1076	1223
1103	1077	1222
1104	1078	1221
1105	1079	1220
1106	1080	1219
1107	1081	1218
1108	1082	1217
1109	1083	1216
1110	1084	1215
1111	1085	1214
1112	1086	1214
1113	1087	1212
1114	1087	1211
1115	1089	1211
1116	1090	1210
1117	1090	1209
1118	1091	1207
1119	1092	1206
1120	1093	1205
1121	1094	1204
1122	1095	1203
1123	1096	1202
1124	1097	1201
1125	1098	1200
1126	1099	1199
1127	1100	1198
1128	1101	1198
1129	1102	1197
1130	1103	1195
1131	1104	1194
1132	1105	1193
1133	1105	1192
1134	1106	1191
1135	1107	1190
1136	1108	1189
1137	1109	1188
1138	1110	1187
1139	1111	1186
1140	1112	1186
1141	1113	1185
1142	1115	1184
1143	1115	1183
1144	1116	1181
1145	1117	1180
1146	1118	1179
1147	1119	1178
1148	1120	1177
1149	1121	1176
1150	1122	1175
1151	1123	1174
1152	1124	1173
1153	1125	1172
1154	1125	1171
1155	1126	1170
1156	1127	1169
1157	1128	1168
1158	1129	1167
1159	1130	1166
1160	1131	1165
1161	1132	1164
1162	1133	1163
1163	1134	1162
1164	1135	1161
1165	1135	1160
1166	1136	1159
1167	1137	1158
1168	1138	1157
1169	1139	1155
1170	1140	1155
1171	1141	1154
1172	1142	1153
1173	1143	1152
1174	1144	1151
1175	1145	1150
1176	1146	1149
1177	1147	1148
1178	1148	1147
1179	1149	1146
1180	1150	1145
1181	1150	1143
1182	1151	1142
1183	1152	1141
1184	1153	1140
1185	1154	1139
1186	1155	1138
1187	1156	1137
1188	1156	1136
1189	1157	1135
1190	1158	1134
1191	1159	1133
1192	1160	1132
1193	1161	1131
1194	1162	1130
1195	1162	1128
1196	1163	1127
1197	1164	1126
1198	1165	1125
1199	1166	1124
1200	1167	1123
1201	1167	1122
1202	1168	1121
1203	1169	1119
1204	1170	1118
1205	1171	1117
1206	1172	1116
1207	1172	1115
1208	1173	1114
1209	1174	1113
1210	1175	1112
1211	1176	1111
1212	1177	1110
1213	1178	1109
1214	1179	1108
1215	1180	1107
1216	1181	1106
1217	1182	1105
1218	1183	1104
1219	1184	1103
1220	1184	1102
1221	1185	1101
1222	1187	1100
1223	1188	1099
1224	1188	1098
1225	1190	1097
1226	1190	1096
1227	1191	1095
1228	1192	1094
1229	1193	1093
1230	1194	1092
1231	1195	1091
1232	1196	1090
1233	1197	1089
1234	1198	1088
1235	1199	1087
1236	1200	1086
1237	1201	1085
1238	1202	1084
1239	1203	1083
1240	1204	1082
1241	1205	1082
1242	1206	1081
1243	1207	1079
1244	1207	1078
1245	1208	1077
1246	1209	1077
1247	1210	1075
1248	1211	1074
1249	1212	1073
1250	1213	1072
1251	1214	1071
1252	1215	1070
1253	1216	1069
1254	1217	1068
1255	1218	1067
1256	1219	1066
1257	1220	1065
1258	1221	1065
1259	1222	1064
1260	1223	1063
1261	1224	1062
1262	1225	1061
1263	1226	1060
1264	1226	1059
1265	1227	1058
1266	1228	1057
1267	1229	1056
1268	1230	1055
1269	1231	1053
1270	1232	1053
1271	1233	1052
1272	1234	1051
1273	1235	1050
1274	1236	1049
1275	1237	1048
1276	1238	1047
1277	1239	1046
1278	1240	1045
1279	1241	1044
1280	1242	1043
1281	1242	1042
1282	1244	1041
1283	1245	1040
1284	1246	1039
1285	1246	1038
1286	1247	1037
1287	1248	1036
1288	1249	1035
1289	1250	1034
1290	1251	1033
1291	1252	1032
1292	1253	1031
1293	1254	1030
1294	1255	1029
1295	1256	1028
1296	1257	1027
1297	1257	1026
1298	1258	1025
1299	1259	1024
1300	1260	1023
1301	1261	1022
1302	1262	1021
1303	1263	1020
1304	1264	1019
1305	1265	1018
1306	1266	1017
1307	1267	1016
1308	1268	1015
1309	1269	1014
1310	1270	1013
1311	1271	1012
1312	1272	1011
1313	1273	1010
1314	1274	1009
1315	1275	1008
1316	1275	1007
1317	1276	1006
1318	1277	1005
1319	1278	1004
1320	1279	1003
1321	1280	1002
1322	1281	1001
1323	1283	1001
1324	1284	1000
1325	1285	999
1326	1285	998
1327	1286	997
1328	1287	996
1329	1288	994
1330	1289	994
1331	1290	993
1332	1291	992
1333	1292	990
1334	1292	989
1335	1293	988
1336	1294	987
1337	1295	986
1338	1296	985
1339	1297	984
1340	1298	983
1341	1299	982
1342	1300	981
1343	1301	981
1344	1302	980
1345	1303	979
1346	1304	978
1347	1305	977
1348	1306	976
1349	1307	975
1350	1308	974
1351	1309	973
1352	1310	972
1353	1311	971
1354	1311	970
1355	1312	969
1356	1314	968
1357	1315	967
1358	1315	966
1359	1316	965
1360	1317	964
1361	1318	963
1362	1319	962
1363	1320	961
1364	1321	960
1365	1321	959
1366	1322	958
1367	1323	957
1368	1324	956
1369	1326	955
1370	1327	954
1371	1328	953
1372	1329	952
1373	1330	951
1374	1331	950
1375	1332	949
1376	1332	948
1377	1333	947
1378	1334	946
1379	1335	945
1380	1336	944
1381	1337	943
1382	1338	942
1383	1339	941
1384	1340	940
1385	1341	939
1386	1342	938
1387	1342	937
1388	1343	936
1389	1344	935
1390	1345	934
1391	1346	933
1392	1347	932
1393	1348	931
1394	1349	930
1395	1350	929
1396	1351	928
1397	1352	927
1398	1353	926
1399	1354	925
1400	1355	924
1401	1355	923
1402	1356	922
1403	1357	921
1404	1359	920
1405	1359	919
1406	1360	918
1407	1361	917
1408	1362	916
1409	1363	915
1410	1364	914
1411	1365	913
1412	1366	912
1413	1367	911
1414	1368	910
1415	1368	909
1416	1370	908
1417	1370	907
1418	1371	906
1419	1372	905
1420	1373	904
1421	1374	903
1422	1375	902
1423	1376	902
1424	1377	901
1425	1378	900
1426	1379	899
1427	1380	898
1428	1381	897
1429	1382	896
1430	1383	895
1431	1384	894
1432	1385	893
1433	1386	892
1434	1387	891
1435	1388	890
1436	1389	889
1437	1390	888
1438	1391	887
1439	1392	886
1440	1393	885
1441	1394	884
1442	1394	883
1443	1395	882
1444	1396	881
1445	1397	880
1446	1398	879
1447	1399	878
1448	1400	877
1449	1401	876
1450	1402	875
1451	1403	874
1452	1404	873
1453	1405	872
1454	1406	871
1455	1407	870
1456	1407	869
1457	1408	868
1458	1409	867
1459	1410	866
1460	1411	865
1461	1412	864
1462	1413	863
1463	1414	862
1464	1415	861
1465	1416	860
1466	1417	859
1467	1418	858
1468	1419	857
1469	1419	856
1470	1420	855
1471	1422	855
1472	1423	854
1473	1424	853
1474	1425	852
1475	1425	851
1476	1427	850
1477	1427	849
1478	1428	848
1479	1429	847
1480	1430	846
1481	1431	845
1482	1432	844
1483	1433	843
1484	1434	842
1485	1435	841
1486	1435	840
1487	1436	839
1488	1437	838
1489	1438	837
1490	1439	836
1491	1440	835
1492	1441	834
1493	1442	833
1494	1443	832
1495	1444	831
1496	1445	830
1497	1446	829
1498	1447	828
1499	1447	827
1500	1448	826
1501	1449	825
1502	1450	824
1503	1451	823
1504	1452	822
1505	1453	821
1506	1454	820
1507	1455	819
1508	1456	818
1509	1457	817
1510	1458	816
1511	1459	815
1512	1460	814
1513	1461	813
1514	1462	812
1515	1463	811
1516	1464	810
1517	1464	809
1518	1465	808
1519	1466	807
1520	1467	806
1521	1468	805
1522	1469	804
1523	1470	803
1524	1471	802
1525	1472	801
1526	1473	800
1527	1474	799
1528	1475	798
1529	1476	797
1530	1477	796
1531	1478	795
1532	1478	794
1533	1479	793
1534	1480	793
1535	1481	792
1536	1482	791
1537	1483	790
1538	1484	789
1539	1485	788
1540	1486	787
1541	1487	786
1542	1488	785
1543	1489	784
1544	1490	783
1545	1491	782
1546	1492	781
1547	1493	780
1548	1494	779
1549	1494	778
1550	1495	777
1551	1496	776
1552	1497	775
1553	1498	774
1554	1499	773
1555	1500	772
1556	1501	771
1557	1502	770
1558	1503	769
1559	1504	768
1560	1505	767
1561	1506	766
1562	1507	765
1563	1508	765
1564	1509	764
1565	1510	763
1566	1511	762
1567	1513	761
1568	1514	760
1569	1515	759
1570	1516	758
1571	1516	757
1572	1517	756
1573	1518	755
1574	1519	754
1575	1520	753
1576	1521	752
1577	1522	751
1578	1522	750
1579	1523	749
1580	1524	748
1581	1525	747
1582	1526	746
1583	1527	745
1584	1528	744
1585	1529	743
1586	1530	742
1587	1530	741
1588	1531	740
1589	1532	739
1590	1533	738
1591	1534	737
1592	1535	736
1593	1536	735
1594	1537	734
1595	1538	733
1596	1539	732
1597	1540	731
1598	1541	730
1599	1542	729
1600	1543	728
1601	1543	727
1602	1544	726
1603	1545	725
1604	1546	724
1605	1547	723
1606	1548	722
1607	1549	721
1608	1550	720
1609	1551	719
1610	1552	718
1611	1553	717
1612	1554	716
1613	1555	715
1614	1556	714
1615	1557	714
1616	1557	712
1617	1559	712
1618	1560	711
1619	1560	710
1620	1561	709
1621	1562	708
1622	1563	707
1623	1564	706
1624	1565	705
1625	1566	704
1626	1567	703
1627	1568	702
1628	1569	701
1629	1570	700
1630	1571	699
1631	1572	698
1632	1573	697
1633	1574	696
1634	1575	695
1635	1576	694
1636	1577	693
1637	1578	692
1638	1578	691
1639	1579	690
1640	1580	689
1641	1581	688
1642	1582	687
1643	1583	686
1644	1584	685
1645	1585	684
1646	1586	683
1647	1587	682
1648	1588	682
1649	1589	680
1650	1590	679
1651	1590	678
1652	1591	677
1653	1592	677
1654	1593	676
1655	1594	675
1656	1596	674
1657	1597	673
1658	1598	672
1659	1599	671
1660	1600	670
1661	1601	669
1662	1602	668
1663	1602	667
1664	1603	666
1665	1604	665
1666	1605	664
1667	1606	663
1668	1607	662
1669	1608	661
1670	1609	660
1671	1610	659
1672	1611	658
1673	1612	657
1674	1613	656
1675	1614	656
1676	1615	655
1677	1616	654
1678	1617	653
1679	1618	652
1680	1619	651
1681	1619	650
1682	1620	649
1683	1621	648
1684	1622	647
1685	1623	646
1686	1624	645
1687	1625	644
1688	1626	643
1689	1627	642
1690	1628	641
1691	1629	640
1692	1630	639
1693	1631	638
1694	1631	637
1695	1633	636
1696	1633	635
1697	1634	634
1698	1635	633
1699	1636	632
1700	1637	631
1701	1638	630
1702	1639	629
1703	1640	628
1704	1641	627
1705	1642	626
1706	1643	625
1707	1644	624
1708	1645	623
1709	1646	622
1710	1647	621
1711	1648	620
1712	1649	619
1713	1650	619
1714	1651	618
1715	1651	617
1716	1652	616
1717	1653	615
1718	1654	614
1719	1655	613
1720	1656	612
1721	1657	611
1722	1658	610
1723	1659	609
1724	1660	608
1725	1661	607
1726	1662	606
1727	1663	605
1728	1663	604
1729	1664	603
1730	1665	602
1731	1666	601
1732	1667	600
1733	1668	599
1734	1669	598
1735	1670	597
1736	1671	596
1737	1672	595
1738	1673	594
1739	1674	593
1740	1675	592
1741	1676	591
1742	1677	590
1743	1678	589
1744	1679	589
1745	1680	588
1746	1681	587
1747	1682	586
1748	1683	585
1749	1684	584
1750	1685	583
1751	1686	582
1752	1686	581
1753	1687	580
1754	1688	579
1755	1689	578
1756	1690	577
1757	1691	576
1758	1692	575
1759	1693	574
1760	1694	573
1761	1695	572
1762	1696	571
1763	1697	570
1764	1698	569
1765	1699	568
1766	1700	567
1767	1701	566
1768	1702	565
1769	1703	564
1770	1704	564
1771	1705	563
1772	1706	562
1773	1707	561
1774	1708	560
1775	1709	559
1776	1710	558
1777	1710	557
1778	1711	556
1779	1712	555
1780	1713	554
1781	1714	553
1782	1715	552
1783	1716	551
1784	1717	550
1785	1717	549
1786	1718	548
1787	1719	547
1788	1720	546
1789	1721	545
1790	1722	544
1791	1723	543
1792	1724	542
1793	1725	541
1794	1726	540
1795	1727	539
1796	1728	538
1797	1729	537
1798	1730	536
1799	1731	535
1800	1731	534
1801	1732	533
1802	1733	532
1803	1734	531
1804	1735	530
1805	1736	529
1806	1737	528
1807	1738	527
1808	1739	526
1809	1739	525
1810	1740	524
1811	1741	523
1812	1742	522
1813	1743	521
1814	1744	521
1815	1745	520
1816	1746	519
1817	1747	518
1818	1748	517
1819	1749	516
1820	1750	515
1821	1751	514
1822	1752	513
1823	1753	512
1824	1754	511
1825	1754	510
1826	1755	509
1827	1756	508
1828	1757	507
1829	1758	506
1830	1759	505
1831	1761	504
1832	1762	503
1833	1762	502
