iter	Logloss
484	0.2072586631
485	0.207152332
486	0.2069541023
487	0.2068461021
488	0.2065696297
489	0.2064704068
490	0.2063348291
491	0.2062141476
492	0.2060384545
493	0.2058650809
494	0.2057334123
495	0.2055668705
496	0.2054476002
497	0.2052934863
498	0.2050725713
499	0.2048291937
500	0.2045881234
501	0.2044618346
502	0.2042900979
503	0.2041615375
504	0.2040545267
505	0.2038388921
506	0.2036396028
507	0.2034400209
508	0.2032838647
509	0.203194851
510	0.2030987107
511	0.2028130768
512	0.2027190356
513	0.2025808014
514	0.2023685797
515	0.202177154
516	0.202074179
517	0.2018898686
518	0.2017406478
519	0.2016049916
520	0.2014250434
521	0.2012272194
522	0.2011244704
523	0.2010392064
524	0.2009047858
525	0.2006842316
526	0.2005909356
527	0.200486629
528	0.2003413162
529	0.2002560426
530	0.2000175588
531	0.1999451649
532	0.1998244457
533	0.1996860058
534	0.1994102072
535	0.1991889918
536	0.1989961057
537	0.1988913953
538	0.1987308777
539	0.1984426979
540	0.1982376042
541	0.1979659562
542	0.1977771391
543	0.197579752
544	0.1974902865
545	0.1972260345
546	0.1971433828
547	0.1970196834
548	0.1969381468
549	0.1967627828
550	0.1966219209
551	0.1965291788
552	0.1963130557
553	0.1960818312
554	0.1959469894
555	0.1958328423
556	0.1957270803
557	0.1954929463
558	0.1953516883
559	0.1951769915
560	0.1951175496
561	0.1948277882
562	0.1946268641
563	0.1945152545
564	0.1944149995
565	0.1942383039
566	0.1940963979
567	0.1939973866
568	0.1938597146
569	0.1937805861
570	0.1937177662
571	0.1936044631
572	0.193486647
573	0.193440756
574	0.1932370313
575	0.1930798208
576	0.1928806294
577	0.1927462517
578	0.1926814293
579	0.1925656979
580	0.1924249947
581	0.1922908173
582	0.1921344919
583	0.1920062604
584	0.1919333933
585	0.1917352738
586	0.19154563
587	0.1914380813
588	0.1912700854
589	0.191143137
590	0.1908438013
591	0.1906310228
592	0.190382337
593	0.1902394921
594	0.1900340445
595	0.1898339596
596	0.1897729157
597	0.1895972526
598	0.1892635458
599	0.1891806929
600	0.1890729421
601	0.1888960424
602	0.1885150555
603	0.1882925304
604	0.1880896967
605	0.1878685957
606	0.1876880896
607	0.187594314
608	0.1875178455
609	0.1873258833
610	0.1872450329
611	0.1870421281
612	0.186907432
613	0.1867000398
614	0.1865548386
615	0.1862854193
616	0.18595846
617	0.1858985391
618	0.1856948221
619	0.1855564912
620	0.1853055977
621	0.185143597
622	0.1849908534
623	0.1848901103
624	0.184655637
625	0.1844324769
626	0.1843512278
627	0.1843021883
628	0.1841326982
629	0.1838896965
630	0.1837732809
631	0.1836570956
632	0.1834902931
633	0.1833689669
634	0.1832145334
635	0.1829868932
636	0.182811605
637	0.1826833669
638	0.1825642769
639	0.1824440668
640	0.1822113156
641	0.1821183217
642	0.1820139289
643	0.1819564093
644	0.1818536384
645	0.1816969771
646	0.1815471094
647	0.181429887
648	0.1812792556
649	0.1811490284
650	0.1809398825
651	0.1808493554
652	0.1807459579
653	0.1806501359
654	0.1805525767
655	0.1804521535
656	0.1802648167
657	0.1800764172
658	0.1799084528
659	0.1798392553
660	0.1796708051
661	0.1794464886
662	0.1793358859
663	0.1791915303
664	0.1790435649
665	0.178980588
666	0.17880282
667	0.1786559228
668	0.1785109009
669	0.1783882176
670	0.1782415573
671	0.1780722666
672	0.1778970701
673	0.1777729382
674	0.1776374367
675	0.1775049622
676	0.1774302651
677	0.177310675
678	0.1770247415
679	0.1769147789
680	0.1766461843
681	0.1765030786
682	0.1764284257
683	0.1763783196
684	0.1761815153
685	0.1760602718
686	0.1759350918
687	0.1757800087
688	0.1755992202
689	0.1754050505
690	0.1752278074
691	0.1750432424
692	0.1748621968
693	0.174785011
694	0.1746238294
695	0.1745091139
696	0.1744562466
697	0.174282672
698	0.1741664387
699	0.1739843022
700	0.1738565577
701	0.1737378685
702	0.1735551407
703	0.1733514582
704	0.1732590767
705	0.173034947
706	0.1728204029
707	0.1725510914
708	0.1724336163
709	0.1723348674
710	0.1722627849
711	0.1721966671
712	0.1721143043
713	0.1720124097
714	0.1718556885
715	0.1717298718
716	0.1715823494
717	0.1715174233
718	0.17134923
719	0.1712590485
720	0.1711102148
721	0.1710138375
722	0.17094454
723	0.1708129143
724	0.1707154222
725	0.1706209342
726	0.1704199782
727	0.1702540058
728	0.1701472807
729	0.1699536491
730	0.1697908175
731	0.1696444797
732	0.1694864356
733	0.1693743608
734	0.169300178
735	0.1690949355
736	0.1690109971
737	0.1686787965
738	0.1685376923
739	0.1685207833
740	0.1684105823
741	0.1683225738
742	0.1682339973
743	0.1681549595
744	0.1679853346
745	0.1678069075
746	0.1677002643
747	0.167548096
748	0.167466539
749	0.167293119
750	0.1671137174
751	0.1670662281
752	0.1669500804
753	0.1668200985
754	0.1667522727
755	0.1666400073
756	0.1664577271
757	0.1663520772
758	0.1662335209
759	0.1660097505
760	0.165893365
761	0.1657194945
762	0.1655303605
763	0.165400769
764	0.1652755613
765	0.1651253513
766	0.1650511646
767	0.1649771457
768	0.1647538307
769	0.1646603155
770	0.1643795368
771	0.1641771273
772	0.1640129089
773	0.1638605192
774	0.1637809725
775	0.163612347
776	0.1635650197
777	0.1634947511
778	0.1633301663
779	0.1630377922
780	0.1628313415
781	0.1627807776
782	0.1625944876
783	0.1625151186
784	0.1624528301
785	0.1623427837
786	0.1622220131
787	0.1621111258
788	0.1620430589
789	0.1619323711
790	0.1618160302
791	0.1617447829
792	0.1616552862
793	0.1614566091
794	0.1613534483
795	0.16126636
796	0.16109087
797	0.1609655056
798	0.1608742313
799	0.1607641066
800	0.160646863
801	0.1605263664
802	0.1604345498
803	0.1602605389
804	0.1601166425
805	0.1599506964
806	0.1598358773
807	0.1597012274
808	0.1596568528
809	0.1595075422
810	0.1593569224
811	0.1592234864
812	0.1591561866
813	0.1590674146
814	0.1589821276
815	0.1588573127
816	0.1587996156
817	0.1587095315
818	0.1586252557
819	0.1585312099
820	0.1583561564
821	0.1583113683
822	0.1582076447
823	0.1580247635
824	0.1578561097
825	0.1577489396
826	0.1575291481
827	0.1574690947
828	0.1573290048
829	0.1572204925
830	0.1570897209
831	0.1569781042
832	0.1568482305
833	0.1567567806
834	0.1566580679
835	0.1565256585
836	0.156445832
837	0.1563152281
838	0.1561279576
839	0.1560347413
840	0.1559753697
841	0.1558448221
842	0.155783768
843	0.1557345355
844	0.1556300729
845	0.1555073991
846	0.155400763
847	0.1553054707
848	0.1552318793
849	0.1551742837
850	0.1550688112
851	0.1549684204
852	0.1549594013
853	0.1548550379
854	0.1547165614
855	0.1546576881
856	0.15452111
857	0.1544282654
858	0.1543482125
859	0.1542532851
860	0.1540781764
861	0.1539499287
862	0.1537902501
863	0.1536512464
864	0.1535536583
865	0.1533711638
866	0.1532816454
867	0.1531249266
868	0.153029193
869	0.1528941255
870	0.1528050377
871	0.1526897872
872	0.1525674398
873	0.1525005434
874	0.1524165831
875	0.1522844698
876	0.1521924241
877	0.1520396335
878	0.1518972959
879	0.1518130771
880	0.1516964401
881	0.1515640764
882	0.1514204289
883	0.1513280015
884	0.1512350522
885	0.1511523478
886	0.1510729174
887	0.1509868219
888	0.1508077939
889	0.1507352685
890	0.1507005199
891	0.1506236035
892	0.1504761509
893	0.1503547923
894	0.1503048335
895	0.1502215028
896	0.150110987
897	0.1499541912
898	0.149792678
899	0.149713555
900	0.1496254372
901	0.1495439719
902	0.1494731198
903	0.14941993
904	0.1493290078
905	0.1491909704
906	0.1490910328
907	0.1489738706
908	0.1489062939
909	0.1487620837
910	0.1486496531
911	0.1485199384
912	0.1484128754
913	0.148284321
914	0.1481567818
915	0.1480643936
916	0.1479688361
917	0.1478919709
918	0.1477950714
919	0.1476316955
920	0.1473838223
921	0.147287934
922	0.1471189921
923	0.1470703809
924	0.1469683638
925	0.1468371755
926	0.1467467408
927	0.1466641472
928	0.1465488277
929	0.1464404494
930	0.1463710626
931	0.1462227861
932	0.1461870816
933	0.1460036628
934	0.1458233672
935	0.1456790304
936	0.1455968269
937	0.1454335696
938	0.1452948496
939	0.1448772158
940	0.1447598821
941	0.144613887
942	0.1445113291
943	0.1444128115
944	0.1443079043
945	0.144154295
946	0.1440696425
947	0.1439788825
948	0.1439002854
949	0.1438106465
950	0.1436086049
951	0.1434316705
952	0.1433861881
953	0.1432828206
954	0.1432676013
955	0.1431508783
956	0.1430513628
957	0.1429694049
958	0.1428744863
959	0.1427982237
960	0.1426523746
961	0.1424134259
962	0.1421029846
963	0.1420419617
964	0.1418828357
965	0.1417733656
966	0.1417308849
967	0.1416680798
968	0.141555927
969	0.1414914887
970	0.1413826775
971	0.1412270794
972	0.1411525128
973	0.1410325671
974	0.1409307804
975	0.1408462966
976	0.1407665693
977	0.1407062321
978	0.140605272
979	0.1404793428
980	0.1403915523
981	0.1402698227
982	0.1402074968
983	0.1400041173
984	0.1399350284
985	0.1398156652
986	0.1397165479
987	0.1396607665
988	0.1395573747
989	0.1394893139
990	0.1393499692
991	0.1392596119
992	0.1391178821
993	0.1389661902
994	0.1389061997
995	0.138771569
996	0.1386868851
997	0.1386045939
998	0.1385498369
999	0.1384344386
1000	0.1382435583
1001	0.138136143
1002	0.1379342097
1003	0.1378270957
1004	0.137776139
1005	0.1376879651
1006	0.1375662344
1007	0.1375099759
1008	0.1373481234
1009	0.1372515572
1010	0.1371867931
1011	0.1371118556
1012	0.137029706
1013	0.1369416742
1014	0.1367836319
1015	0.1367140287
1016	0.1366290659
1017	0.13654965
1018	0.1364401351
1019	0.1363484831
1020	0.1361862265
1021	0.1360822227
1022	0.1360066048
1023	0.1359053708
1024	0.1358544469
1025	0.135647266
1026	0.1355645609
1027	0.1354890397
1028	0.1353885942
1029	0.1352330112
1030	0.135138816
1031	0.1350311092
1032	0.134862704
1033	0.1348060277
1034	0.1347223393
1035	0.1346431144
1036	0.1345355117
1037	0.1344787955
1038	0.1343740557
1039	0.1343221122
1040	0.1342920356
1041	0.134193136
1042	0.1340946949
1043	0.1339703473
1044	0.1339034298
1045	0.1337862727
1046	0.1335359258
1047	0.1334236404
1048	0.1333401752
1049	0.1332579088
1050	0.1331872346
1051	0.13305791
1052	0.1329282475
1053	0.1327115261
1054	0.1326347401
1055	0.1325448472
1056	0.1324496622
1057	0.1324041811
1058	0.1322937462
1059	0.1321942203
1060	0.1321261389
1061	0.1320146933
1062	0.1317090675
1063	0.1316536363
1064	0.1315759528
1065	0.1314362278
1066	0.1313039063
1067	0.1312215648
1068	0.1311081272
1069	0.1310121338
1070	0.1309032418
1071	0.1308359719
1072	0.1307369528
1073	0.1306467498
1074	0.1305692168
1075	0.1304403897
1076	0.1303523205
1077	0.1302643961
1078	0.1301892912
1079	0.1300168501
1080	0.1299142243
1081	0.1298335879
1082	0.129748983
1083	0.1296540045
1084	0.12958555
1085	0.1294755491
1086	0.1293924212
1087	0.1293107976
1088	0.1292532842
1089	0.1291981505
1090	0.129118411
1091	0.1289347686
1092	0.1288757616
1093	0.1287631533
1094	0.1286676087
1095	0.1285888273
1096	0.1285011509
1097	0.1284279309
1098	0.1283173391
1099	0.1281699176
1100	0.1280933622
1101	0.1279842303
1102	0.1279275115
1103	0.1278587191
1104	0.1277314539
1105	0.1277029582
1106	0.1275457583
1107	0.1274582734
1108	0.1272187662
1109	0.1271424949
1110	0.12706921
1111	0.1269986952
1112	0.1269204749
1113	0.126776869
1114	0.1266975466
1115	0.1265951107
1116	0.1264830544
1117	0.1263757094
1118	0.1262813692
1119	0.1261534906
1120	0.1260917465
1121	0.1259887839
1122	0.1259104687
1123	0.1258343501
1124	0.1257104571
1125	0.1256441212
1126	0.1255106447
1127	0.1253984784
1128	0.1253248374
1129	0.1252713245
1130	0.1251823046
1131	0.125116375
1132	0.1250499821
1133	0.1250093606
1134	0.1248583667
1135	0.1247840884
1136	0.1246691031
1137	0.1246099801
1138	0.1244808558
1139	0.1244339551
1140	0.1243039647
1141	0.1241971112
1142	0.1240997715
1143	0.1240366232
1144	0.1239331235
1145	0.123837029
1146	0.123766559
1147	0.1236892617
1148	0.1236343625
1149	0.123593171
1150	0.1234562086
1151	0.1233573256
1152	0.1232630525
1153	0.1232027531
1154	0.1230946578
1155	0.1229693863
1156	0.122867527
1157	0.1227497673
1158	0.1226432774
1159	0.122546108
1160	0.1224861713
1161	0.122408655
1162	0.1223488215
1163	0.1222475988
1164	0.1221814478
1165	0.122099132
1166	0.122039688
1167	0.1219332695
1168	0.1218663723
1169	0.1217986309
1170	0.1217134156
1171	0.1216415124
1172	0.1216153515
1173	0.1215308958
1174	0.1214727815
1175	0.121376379
1176	0.1212620088
1177	0.1211875199
1178	0.1209943462
1179	0.1209132584
1180	0.1208185991
1181	0.1206889675
1182	0.1205996163
1183	0.1205264549
1184	0.1204187698
1185	0.1203149489
1186	0.1201949779
1187	0.1200849825
1188	0.1200161056
1189	0.119937259
1190	0.119823966
1191	0.1197483546
1192	0.1196676509
1193	0.1195502799
1194	0.1194689971
1195	0.1193648221
1196	0.1192335967
1197	0.1191765467
1198	0.119113177
1199	0.1190449771
1200	0.1188992483
1201	0.1188532339
1202	0.1187863505
1203	0.1186778343
1204	0.1186157849
1205	0.1185201924
1206	0.118445887
1207	0.118353879
1208	0.1183045446
1209	0.1180762624
1210	0.1179775136
1211	0.1178841499
1212	0.1177178146
1213	0.1176293698
1214	0.1174916344
1215	0.1174430577
1216	0.1173266629
1217	0.1172842013
1218	0.1171546736
1219	0.1170572148
1220	0.1169896729
1221	0.1169234537
1222	0.1168487274
1223	0.1167599691
1224	0.1166566759
1225	0.1165859122
1226	0.1164736384
1227	0.1163542403
1228	0.1162823464
1229	0.1161610812
1230	0.1160770989
1231	0.1160051333
1232	0.1159213451
1233	0.1157957558
1234	0.1156967039
1235	0.1155831219
1236	0.1155074353
1237	0.1153886436
1238	0.1153110872
1239	0.1152026004
1240	0.1151375731
1241	0.1150699548
1242	0.1149994826
1243	0.1148780069
1244	0.1147672803
1245	0.1146773345
1246	0.1145981421
1247	0.1145176119
1248	0.1144342157
1249	0.1143198649
1250	0.114268007
1251	0.1141972193
1252	0.1141205688
1253	0.11405106
1254	0.1139961317
1255	0.113920519
1256	0.1138293271
1257	0.1137672834
1258	0.1136610904
1259	0.1135844218
1260	0.1134763742
1261	0.1132210873
1262	0.1131126665
1263	0.1130413561
1264	0.1129490273
1265	0.1128745917
1266	0.1127566394
1267	0.1125878889
1268	0.1125180168
1269	0.112416737
1270	0.1123579213
1271	0.1123224574
1272	0.1122568842
1273	0.1121682437
1274	0.1120666565
1275	0.1119631691
1276	0.1118982025
1277	0.1118097225
1278	0.111728688
1279	0.1116900834
1280	0.1115906698
1281	0.1115168005
1282	0.1114503745
1283	0.1113919417
1284	0.1113103677
1285	0.1111998086
1286	0.1110693085
1287	0.1110217473
1288	0.1109255286
1289	0.1108003571
1290	0.110743564
1291	0.1107120917
1292	0.1106489702
1293	0.1106249121
1294	0.1105631129
1295	0.1104846323
1296	0.1104084128
1297	0.1103242911
1298	0.110270535
1299	0.1101175241
1300	0.1100417808
1301	0.1099471012
1302	0.109885167
1303	0.1097804078
1304	0.1096627318
1305	0.1095636283
1306	0.1095232787
1307	0.1094888086
1308	0.1094304927
1309	0.10937116
1310	0.1091420629
1311	0.1090435572
1312	0.1089138956
1313	0.1088530186
1314	0.108800494
1315	0.1086818379
1316	0.1085956981
1317	0.1085199302
1318	0.1084556471
1319	0.1084024976
1320	0.1083445867
1321	0.1083126826
1322	0.1082259925
1323	0.108144714
1324	0.108008852
1325	0.10795734
1326	0.1078634661
1327	0.1078006069
1328	0.107735371
1329	0.1076849256
1330	0.1076209769
1331	0.1075623922
1332	0.1075041462
1333	0.1074328784
1334	0.1073420191
1335	0.1072772131
1336	0.1072148116
1337	0.1071503006
1338	0.1070660363
1339	0.1070152553
1340	0.1069353169
1341	0.1068585243
1342	0.10671525
1343	0.1066642766
1344	0.1065964782
1345	0.1064676411
1346	0.1064003045
1347	0.1063364112
1348	0.1062567084
1349	0.1062007573
1350	0.1060529998
1351	0.1059942746
1352	0.1059246714
1353	0.1058397946
1354	0.1057670974
1355	0.1057006716
1356	0.1056216379
1357	0.1055182302
1358	0.1054703085
1359	0.1053873345
1360	0.1053516037
1361	0.1052639622
1362	0.1051939485
1363	0.1051031672
1364	0.1050536541
1365	0.1049927239
1366	0.104950138
1367	0.104855481
1368	0.1047882705
1369	0.1047196839
1370	0.1046829448
1371	0.1045739834
1372	0.1045128796
1373	0.1044582247
1374	0.1043896153
1375	0.1043258155
1376	0.1042370195
1377	0.1041479019
1378	0.1040503249
1379	0.1039448862
1380	0.1038955179
1381	0.1038196028
1382	0.1037837131
1383	0.1037017058
1384	0.1035735209
1385	0.1035247086
1386	0.1034548609
1387	0.1033596814
1388	0.1033296703
1389	0.1032710154
1390	0.1031877868
1391	0.1031285419
1392	0.1030411285
1393	0.1029663861
1394	0.1028935199
1395	0.1028395857
1396	0.1027486429
1397	0.1026518007
1398	0.1025780284
1399	0.1024953744
1400	0.102432718
1401	0.1023508416
1402	0.1022835936
1403	0.1021909385
1404	0.1021355418
1405	0.1020238935
1406	0.1019542809
1407	0.1018095576
1408	0.1017710827
1409	0.1016971262
1410	0.1016664185
1411	0.1016139777
1412	0.1015254961
1413	0.1014376891
1414	0.1014045404
1415	0.1013483283
1416	0.101297124
1417	0.1012278017
1418	0.1011683886
1419	0.1011070824
1420	0.1010498731
1421	0.1009855506
1422	0.1009217036
1423	0.1008758177
1424	0.1007817719
1425	0.1006685862
1426	0.100625117
1427	0.1005410863
1428	0.1004398984
1429	0.1003820942
1430	0.1003081703
1431	0.1002543449
1432	0.1002165479
1433	0.1001336538
1434	0.1000906533
1435	0.1000294701
1436	0.09995960188
1437	0.09989579606
1438	0.09983406677
1439	0.09973152283
1440	0.0996876623
1441	0.09961429905
1442	0.09956402648
1443	0.09947204329
1444	0.09938850381
1445	0.09934635576
1446	0.09929459476
1447	0.09920594181
1448	0.09914326798
1449	0.09907439659
1450	0.09901323166
1451	0.0989499815
1452	0.09889441124
1453	0.09879721637
1454	0.09874632544
1455	0.09866867784
1456	0.09859144459
1457	0.09853688419
1458	0.09847909043
1459	0.09840872146
1460	0.09831879542
1461	0.09824139821
1462	0.09820950913
1463	0.09809245083
1464	0.09800622779
1465	0.09792972438
1466	0.09785274218
1467	0.09776682266
1468	0.09770150163
1469	0.09762244355
1470	0.09754417781
1471	0.09748865611
1472	0.09744005595
1473	0.09739130991
1474	0.09730850268
1475	0.09725065972
1476	0.09712868695
1477	0.09707005383
1478	0.0969852957
1479	0.09688184773
1480	0.09682732739
1481	0.09674720851
1482	0.09668405002
1483	0.09662942756
1484	0.09655860352
1485	0.09640670367
1486	0.0963700669
1487	0.09632253255
1488	0.09621952745
1489	0.09618723795
1490	0.09614990269
1491	0.09606907618
1492	0.09599697731
1493	0.09593916135
1494	0.0958879608
1495	0.09578753933
1496	0.09571803324
1497	0.09563253917
1498	0.09556080696
1499	0.0955091938
1500	0.09541584651
1501	0.09534858351
1502	0.09525893551
1503	0.09519682693
1504	0.09511524444
1505	0.09506917457
1506	0.09501965579
1507	0.09497598034
1508	0.09489752822
1509	0.09483113267
1510	0.09480225768
1511	0.09472587533
1512	0.09467173624
